	CB2010	ZipCode	Address	BldgClass	LandUse	OwnerType	OwnerName	LotArea	BldgArea	RetailArea	GarageArea	NumBldgs	NumFloors	UnitsRes	UnitsTotal	BldgFront	BldgDepth	LotType	BsmtCode	YearAlter1	XCoord	YCoord	ZoneMap	SHAPE_Leng	SHAPE_Area	Avg. listing price	Avg. sales price	Median sales price	Price per sqft	Trulia popularity	lat	lng
111	1005	10010	"39 WEST 25 STREET, New York"	G6	10		ALJUD ESTATES LLC	2469	0	0	0	0	0	0	0	0	0	5	5	0	986835	210307	8d	251.5629389	2519.543928	3984644	3194372	2200000	1994	18	40.743919	-73.9906589
112	1005	10010	"35 WEST 25 STREET, New York"	G6	10		L & M 25TH STREET	4938	0	0	0	0	0	0	0	0	0	5	5	0	986869	210288	8d	305.3624975	5230.534952	3984644	3194372	2200000	1994	18	40.743867	-73.990544
113	1007	10010	"732 AVENUE OF THE AMER, New York"	G6	10		TRUSTEES MASONIC HLET	9381	0	0	0	0	0	0	0	0	0	3	5	0	986426	210064	8d	396.9676037	9820.897712	3984644	3194372	2200000	1994	18	40.7432474	-73.9921513
114	3000	10010	"41 EAST 21 STREET, New York"	G1	10		"22 PARK SOUTH,"	9990	61957	1500	60457	1	4	0	2	101	96	5	2	1955	987587	208667	8d	410.2460913	10517.24893	3984644	3194372	2200000	1994	18	0	0
115	1007	10010	"39 WEST 23 STREET, New York"	G6	10	P	"39 WEST 23RD STREET,"	6541	0	0	0	0	0	0	0	0	0	4	5	0	986759	209799	8d	527.8418874	6978.151264	3984644	3194372	2200000	1994	18	40.742537	-73.990924
116	1005	10010	"29 WEST 25 STREET, New York"	G6	10		L & M 25TH STREET	9890	48	0	0	1	0	0	0	0	0	4	5	0	986926	210269	8d	547.6101059	9562.69075	3984644	3194372	2200000	1994	18	40.74382	-73.990336
117	1000	10010	"EAST 21 STREET, New York"	G6	10		COSMOPLITAN PARKINGCO	4600	0	0	0	1	0	0	0	0	0	5	5	0	987405	208597	8d	294.3134138	4828.171925	3984644	3194372	2200000	1994	18	40.7379132	-73.9849673
118	1005	10010	"25 WEST 25 STREET, New York"	G6	10		25 WEST 25TH LLC	5266	0	0	0	0	0	0	0	0	0	5	5	0	986978	210228	8d	309.5624472	5442.166657	3984644	3194372	2200000	1994	18	40.7437029	-73.990143
119	4000	10010	"329 EAST 21 STREET, New York"	G1	10		LIN DAN GARAGE CORP	7500	36700	0	36700	1	5	0	1	75	100	5	2	1930	989747	207473	12c	358.3854251	7810.013371	3984644	3194372	2200000	1994	18	0	0
120	5000	10010	"329 EAST 22 STREET, New York"	G1	10		"BENAU, DANNY"	7406	26929	0	26729	1	4	0	2	75	99	5	2	1929	989871	207698	12c	351.7490597	7565.711374	3984644	3194372	2200000	1994	18	40.7367504	-73.9797207
121	4000	10010	"150 EAST 24 STREET, New York"	G1	10		24TH STREET MMP GARAG	3931	20384	0	20384	1	14	0	1	26	52	5	2	2009	988722	208790	8d	304.6536633	4393.391282	3984644	3194372	2200000	1994	18	40.7398509	-73.9837622
122	1003	10010	"111 EAST 24 STREET, New York"	G6	10		DEMETRIOS & FANIA SAM	5925	0	0	0	0	0	0	0	0	0	5	5	0	988396	209149	8d	323.0650735	6109.899296	3984644	3194372	2200000	1994	18	0	0
123	1024	10011	"501 WEST 17 STREET, New York"	G6	10	P	76 ELEVENTH AVENUE PR	76425	0	0	0	1	0	0	0	0	0	1	5	0	982194	210591	8b	1235.494172	79786.74707	5254896	2356820	2237500	1858	2	40.744667	-74.007349
124	1022	10011	"131 10 AVENUE, New York"	G7	10	P	18TH HIGHLINE ASSOCIA	23000	0	0	0	0	0	0	0	0	0	3	5	0	982441	210731	8b	625.1820621	23448.87678	5254896	2356820	2237500	1858	2	40.745086	-74.006519
125	1000	10011	"107 WEST 13 STREET, New York"	G1	10		107 WEST 13TH STREETL	4000	21400	0	21400	1	7	0	1	40	84	5	1	1986	984872	207819	12c	286.2520674	4192.034717	5254896	2356820	2237500	1858	2	40.7371006	-73.9977511
126	1000	10011	"150 WEST 14 STREET, New York"	G7	10		150 W. 14 REALTY LLC	2575	0	0	0	1	0	0	0	0	0	5	5	0	984453	208173	8d	260.4218124	2613.734545	5254896	2356820	2237500	1858	2	40.7381389	-73.9992428
127	1001	10011	"587 AVENUE OF THE AMER, New York"	G6	10		WASSFAM	4600	0	0	0	0	0	0	0	0	0	3	5	0	985399	208615	8d	293.172311	4590.257556	5254896	2356820	2237500	1858	2	40.7588161	-73.9926049
128	1001	10011	"142 WEST 21 STREET, New York"	G1	10		JADLAMM REALTY CORP	8188	16376	0	16376	1	2	0	2	89	92	5	2	1925	985426	209691	8d	366.0476848	8362.423172	5254896	2356820	2237500	1858	2	40.7422426	-73.9957445
129	1002	10011	"148 WEST 20 STREET, New York"	G1	10		SERVWEL GARAGE COMPAN	4265	20215	0	20215	1	5	0	1	44	86	5	2	1951	985273	209495	8d	285.3885693	4449.939288	5254896	2356820	2237500	1858	2	40.7416338	-73.9961941
130	1034	10011	"507 WEST 21 STREET, New York"	G6	10	P	510 WEST 22ND STREET	9875	0	0	0	0	0	0	0	0	0	5	5	0	982744	211410	8b	498.5555079	9599.009003	5254896	2356820	2237500	1858	2	40.7469425	-74.0054579
131	1035	10011	"552 WEST 23 STREET, New York"	G1	10		U-HAUL INTNL INC	5900	5900	0	5900	1	1	0	1	50	118	5	5	1957	982429	211925	8b	339.5746638	6042.739671	5254896	2356820	2237500	1858	2	40.7483838	-74.0065517
132	1042	10011	"165 10 AVENUE, New York"	G6	10		204 LAFAYETTE ST PROP	4600	0	0	0	0	0	0	0	0	0	3	5	0	982607	210998	8b	308.945783	4997.45844	5254896	2356820	2237500	1858	2	40.7459366	-74.0058474
133	1035	10011	"548 WEST 23 STREET, New York"	G1	10		U-HAUL INTNL INC	4937	4937	0	4937	1	1	0	1	50	99	5	5	1964	982478	211910	8b	294.2111306	4820.035925	5254896	2356820	2237500	1858	2	40.7483201	-74.0063994
134	1042	10011	"504 WEST 20 STREET, New York"	G6	10	P	204 LAFAYETTE ST PROP	4600	0	0	0	0	0	0	0	0	0	5	5	0	982527	211015	8b	285.8884893	4595.176948	5254896	2356820	2237500	1858	2	40.7458699	-74.00621
135	1042	10011	"516 WEST 20 STREET, New York"	G1	10		CAROLINA MANUFACTURIN	16100	61184	10000	51184	1	4	0	3	175	92	5	0	2009	982362	211106	8b	538.7522101	16495.38921	5254896	2356820	2237500	1858	2	40.7460358	-74.0068234
136	1042	10011	"161 10 AVENUE, New York"	G6	10		204 LAFAYETTE ST PROP	4600	0	0	0	0	0	0	0	0	0	5	5	0	982584	210957	8b	312.6986812	5200.770379	5254896	2356820	2237500	1858	2	40.7456495	-74.0056547
137	1004	10011	"WEST 17 STREET, New York"	G6	10		7 W 17 ST PARK CORP.	3496	0	0	0	1	0	0	0	0	0	5	5	0	986238	208294	8d	275.0826511	3830.553238	5254896	2356820	2237500	1858	2	40.7410705	-73.9997129
138	1002	10011	"124 WEST 20 STREET, New York"	G1	10		124 WEST 20TH STREET	6900	20025	0	20025	1	3	0	1	75	88	5	2	1900	985487	209378	8d	340.4918141	7146.71001	5254896	2356820	2237500	1858	2	40.7413753	-73.9955322
139	1004	10011	"41 WEST 17 STREET, New York"	G6	10		42 WEST 18TH REALTY C	6900	0	0	0	1	0	0	0	0	0	4	5	0	985880	208529	8d	494.3031348	7371.689578	5254896	2356820	2237500	1858	2	40.7389867	-73.9940365
140	3005	10012	"243 LAFAYETTE STREET, New York"	G7	10	C	FIRE DEPARTMENT	2442	0	0	0	0	0	0	0	0	0	5	5	0	985190	202599	12c	253.0217492	2339.234341	6737753	3090500	2463500	2017	15	40.722754	-73.996602
141	6000	10012	"196 MULBERRY STREET, New York"	G1	10	P	KENMARE AND MULBERRY	11362	33639	0	33639	1	3	0	1	117	100	3	5	1962	985292	202083	12c	462.8553049	12142.33395	6737753	3090500	2463500	2017	15	40.721351	-73.9962259
142	3003	10012	"254 LAFAYETTE STREET, New York"	G6	10		1202 CONEY ISLAND AVC	5995	100	0	100	1	1	0	1	5	20	4	5	1915	985096	202794	12c	506.0491689	6460.872286	6737753	3090500	2463500	2017	15	40.7235445	-73.9971069
143	1008	10012	"81 MERCER STREET, New York"	G6	10		"GPT 81 MERCER, LLC"	2383	0	0	0	0	0	0	0	0	0	5	5	0	984153	202657	12c	253.6340926	2413.036275	6737753	3090500	2463500	2017	15	40.722918	-74.000344
144	1002	10012	"165 MERCER STREET, New York"	G1	10		165 MERCER PROPERTY O	5000	26700	0	26700	1	5	0	1	50	99	5	2	1990	984764	203605	12c	306.1129931	5190.941887	6737753	3090500	2463500	2017	15	40.7255321	-73.9981469
145	3001	10012	"155 THOMPSON STREET, New York"	G7	10	P	THE FRANCISCAN ORDER	1500	0	0	0	0	0	0	0	0	0	3	5	0	983984	204219	12c	194.8377307	1539.628715	6737753	3090500	2463500	2017	15	40.7271968	-74.0009628
146	2000	10012	"122 WEST 3 STREET, New York"	G1	10		MINETTA LANE OWNERS	12450	48600	0	48600	1	4	0	1	100	100	4	2	1910	984040	205397	12c	504.7283971	12657.68961	6737753	3090500	2463500	2017	15	40.7304941	-74.0007172
147	3000	10012	"129 WEST HOUSTON STREET, New York"	G7	10	X	ST ANTHONY PADUA CHUR	4727	0	0	0	0	0	0	0	0	0	3	5	0	983707	204374	12a	387.6081653	4899.044988	6737753	3090500	2463500	2017	15	40.727624	-74.0018319
148	5000	10012	"221 THOMPSON STREET, New York"	G1	10		221 THOMPSON LLC	11200	32480	0	32000	1	3	0	2	112	100	5	2	1918	984473	205004	12c	428.5199859	11449.14244	6737753	3090500	2463500	2017	15	40.7293594	-73.9991799
149	1001	10012	"39 KENMARE STREET, New York"	G2	10	P	SELDAN REALTY CORP	1180	1145	0	1145	1	1	0	1	24	50	5	5	1920	985565	201926	12c	154.0126625	1233.839088	6737753	3090500	2463500	2017	15	40.7209322	-73.995332
150	1000	10012	"30 GREAT JONES STREET, New York"	G6	10		"SP GREAT JONES, LLC"	2567	0	0	0	1	0	0	0	0	0	5	5	0	986213	204220	12c	260.0031333	2704.049789	6737753	3090500	2463500	2017	15	40.727224	-73.992924
151	1000	10012	"GREAT JONES STREET, New York"	G6	10		375 LAFAYETTE STREETP	7947	0	0	0	0	0	0	0	0	0	5	5	0	986258	204189	12c	371.805031	8266.490131	6737753	3090500	2463500	2017	15	40.7272842	-73.993628
152	1000	10012	"348 BOWERY, New York"	G2	10		348 FEE OWNER LLC	1557	733	0	733	1	1	0	1	25	24	3	0	1954	986460	204012	12c	188.4346533	1807.733385	6737753	3090500	2463500	2017	15	40.7266684	-73.9920777
153	1000	10012	"GREAT JONES STREET, New York"	G6	10		375 LAFAYETTE STREETP	9261	0	0	0	0	0	0	0	0	0	3	5	0	986145	204250	12c	399.3224207	9556.769335	6737753	3090500	2463500	2017	15	40.7272842	-73.993628
154	3020	10013	"170 WEST BROADWAY, New York"	G6	10		15 WORTH STREET PROPE	13712	0	0	0	1	0	0	0	0	0	3	5	0	982094	200870	12a	503.284131	13810.09704	7238015	3386663	2750000	1820	6	40.71803	-74.007786
155	3020	10013	"24 LEONARD STREET, New York"	G1	10		24 LEONARD HOLDINGS L	9983	37936	0	37936	1	4	0	1	99	59	5	2	1940	982130	200971	12a	402.4632446	10121.53107	7238015	3386663	2750000	1820	6	40.7183	-74.0076398
156	3020	10013	"74 HUDSON STREET, New York"	G6	10	P	"HUDSON PARKING,"	9800	0	0	0	0	0	0	0	0	0	3	5	0	981876	201020	12a	384.4578133	8105.841361	7238015	3386663	2750000	1820	6	40.718446	-74.008527
157	2006	10013	"98 FRANKLIN STREET, New York"	G6	10	P	DDG 100 FRANKLIN LLC	4611	0	0	0	0	0	0	0	0	0	3	5	0	982740	201050	12a	520.2163477	4672.833832	7238015	3386663	2750000	1820	6	40.7182035	-74.0051636
158	2002	10013	"44 ELIZABETH STREET, New York"	G1	10		52 ELIZABETH ST LLC	9666	28875	0	28875	1	2	0	1	125	100	5	5	1958	985227	200479	12c	453.3260264	10381.40913	7238015	3386663	2750000	1820	6	40.7169064	-73.9964707
159	1006	10013	"62 MULBERRY STREET, New York"	G1	10		62-64 MULBERRY STREET	4825	34800	0	34800	1	8	0	1	0	0	5	5	1999	984471	199981	12d	305.00055	5213.139851	7238015	3386663	2750000	1820	6	40.715576	-73.999198
160	4002	10013	"114 MULBERRY STREET, New York"	G6	10		MULBERRY 114 LLC	5017	0	0	0	0	0	0	0	0	0	5	5	0	984804	200709	12c	305.4752214	5133.639333	7238015	3386663	2750000	1820	6	40.7174911	-73.9980969
161	5005	10013	"204 CENTRE STREET, New York"	G6	10		180 CENTRE STREET PRO	4212	0	0	0	0	0	0	0	0	0	4	5	0	984441	200943	12c	378.3636644	4268.257607	7238015	3386663	2750000	1820	6	40.718885	-73.998981
162	2001	10013	"98 BAYARD STREET, New York"	G6	10		TAI MING DEVELOPMENTC	2400	0	0	0	0	0	0	0	0	0	5	5	0	984367	200191	12c	197.1915543	2427.016829	7238015	3386663	2750000	1820	6	40.7161749	-73.9995886
163	5005	10013	"204 CENTRE STREET, New York"	G6	10		180 CENTRE STREET PRO	1933	0	0	0	0	0	0	0	0	0	5	5	0	984419	200981	12c	215.9319373	1908.94321	7238015	3386663	2750000	1820	6	40.718885	-73.998981
164	1001	10013	"88 WALKER STREET, New York"	G6	10	P	218 HOLDING INC	4207	0	0	0	0	0	0	0	0	0	5	5	0	983913	200951	12a	277.7251257	4380.168604	7238015	3386663	2750000	1820	6	40.7182554	-74.0012076
165	5005	10013	"204 HESTER STREET, New York"	G6	10		180 CENTRE STREET PRO	2440	0	0	0	0	0	0	0	0	0	5	5	0	984482	201014	12c	212.4038615	2597.972803	7238015	3386663	2750000	1820	6	40.7184634	-73.999323
166	5005	10013	"204 CENTRE STREET, New York"	G6	10		180 CENTRE STREET PRO	2013	0	0	0	0	0	0	0	0	0	5	5	0	984427	201002	12c	216.65359	1898.996398	7238015	3386663	2750000	1820	6	40.718885	-73.998981
167	2001	10013	"95 BAXTER STREET, New York"	G6	10		216-220 CANAL CORP	2892	0	0	0	0	0	0	0	0	0	5	5	0	984404	200511	12c	221.2117827	3046.773948	7238015	3386663	2750000	1820	6	40.7170143	-73.9994407
168	5005	10013	"208 HESTER STREET, New York"	G6	10		180 CENTRE STREET PRO	2646	0	0	0	0	0	0	0	0	0	3	5	0	984440	201040	12c	225.2847662	3156.306179	7238015	3386663	2750000	1820	6	40.7184866	-73.9993139
169	3015	10013	"26 NORTH MOORE STREET, New York"	G1	10		20-26 NORTH MOORE STR	1648	1606	0	1606	1	1	0	1	19	86	5	0	1920	982175	201461	12a	227.8997857	1841.751167	7238015	3386663	2750000	1820	6	40.7196329	-74.0074873
170	3007	10013	"286 HUDSON STREET, New York"	G7	10	P	RONALD PASQUALE	2035	0	0	0	0	0	0	0	0	0	5	5	0	982205	203560	12a	188.4150557	2088.6536	7238015	3386663	2750000	1820	6	40.725398	-74.007367
171	1012	10013	"444 GREENWICH STREET, New York"	G1	10	P	PONTE EQUITIES INC	3360	3360	0	1142	1	1	0	1	42	80	5	0	1920	981517	202729	12a	250.583233	3493.482245	7238015	3386663	2750000	1820	6	40.7231221	-74.0098625
172	3009	10013	"114 VARICK STREET, New York"	G6	10	P	TRINITY CHURCH CORP	12116	0	0	0	0	0	0	0	0	0	5	5	0	982707	203328	12a	473.3438297	12188.05339	7238015	3386663	2750000	1820	6	40.724756	-74.00556
173	2003	10013	"14 WHITE STREET, New York"	G6	10	P	14 WHITE STREET LLC	3845	0	0	0	0	0	0	0	0	0	3	5	0	982747	201341	12a	303.0927369	4044.870628	7238015	3386663	2750000	1820	6	40.7193759	-74.005519
174	1016	10013	"219 HUDSON STREET, New York"	G6	10	P	HUDSON CANAL LLC	4270	3510	0	0	1	1	0	0	0	16	3	5	1949	981988	203100	12a	346.7091045	4134.804463	7238015	3386663	2750000	1820	6	40.724136	-74.00815
175	4003	10013	"56 NORTH MOORE STREET, New York"	G1	10		56 NORTH MOORE STREET	8771	41067	0	41067	1	5	0	1	101	80	5	5	1940	981665	201524	12a	378.1944537	8915.102524	7238015	3386663	2750000	1820	6	40.7198275	-74.009313
176	3007	10013	"SPRING STREET, New York"	G6	10			16230	0	0	0	0	0	0	0	0	0	4	5	0	982389	203562	12a	605.1247222	16957.22137	7238015	3386663	2750000	1820	6	40.7245656	-74.0019192
177	3007	10013	"49 DOMINICK STREET, New York"	G7	10	P	SMDF REALTY LLC	1000	0	0	0	0	0	0	0	0	0	5	5	0	982244	203523	12a	142.2253663	1024.15364	7238015	3386663	2750000	1820	6	40.7252996	-74.0072492
178	1008	10013	"454 GREENWICH STREET, New York"	G1	10	P	445 WASHINGTON LLC	11962	2450	0	2450	3	1	0	1	50	50	3	5	1943	981458	202945	12a	531.2712166	12545.6341	7238015	3386663	2750000	1820	6	40.7236178	-74.009769
179	5000	10013	"391 BROOME STREET, New York"	G6	10		"HEADQUARTERS PARKING,"	10010	0	0	0	1	0	0	1	0	0	3	5	0	984993	201734	12c	432.9513698	10374.69135	7238015	3386663	2750000	1820	6	40.720405	-73.997317
180	1008	10013	"2 HOWARD STREET, New York"	G1	10	P	US GENERAL SERVICES A	12716	65772	0	65772	1	7	0	1	111	87	3	5	1964	984423	201313	12c	469.5097364	13741.20772	7238015	3386663	2750000	1820	6	40.719233	-73.999375
181	2015	10013	"349 CANAL STREET, New York"	G1	10	P	WOOSTER PARKING CORP	9724	38308	2270	36038	1	4	0	3	26	164	5	0	1928	983307	201989	12a	543.9452915	10028.31587	7238015	3386663	2750000	1820	6	40.7210899	-74.003401
182	1001	10013	"413 BROADWAY, New York"	G6	10		"411-413 BROADWAY, LLC"	8468	0	0	0	0	0	0	0	0	0	3	5	0	983547	201309	12a	477.8094792	9217.387755	7238015	3386663	2750000	1820	6	40.71922	-74.002561
183	2003	10013	"356 WEST BROADWAY, New York"	G1	10		DEIHL RLTY CO INC	9822	39000	0	39000	1	2	0	1	59	162	4	2	1918	983228	202715	12a	487.9187005	10183.39996	7238015	3386663	2750000	1820	6	40.7230797	-74.0036842
184	3000	10013	"ELIZABETH STREET, New York"	G7	10		"FUNG, SHUN KWEI"	789	0	0	0	0	0	0	0	0	0	5	5	0	985499	201454	12c	122.8398835	913.3569625	7238015	3386663	2750000	1820	6	40.7203022	-73.9951039
185	1010	10014	"152 LEROY STREET, New York"	G7	10	P	HERETOFORE LLC	5596	0	0	0	1	0	0	0	0	0	5	5	0	981605	205328	12a	327.2255488	5807.115492	7359477	1732780	1325000	2060	7	40.730238	-74.0095429
186	1002	10014	"500 WASHINGTON STREET, New York"	RG	10	C		85450	430887	0	430887	1	5	0	2	0	0	0	5	2011	981412	204078	12a	1257.523136	87083.61439	7359477	1732780	1325000	2060	7	40.7262363	-74.0101974
187	1014	10014	"575 WASHINGTON STREET, New York"	G1	10	P	"438 WEST 19TH STREET,"	13495	27082	0	27082	1	2	0	2	100	157	3	2	1925	981798	205048	12a	522.1954185	14168.68938	7359477	1732780	1325000	2060	7	40.7294703	-74.0088426
188	1010	10014	"584 WASHINGTON STREET, New York"	G1	10	X	FEDERAL EXPRESS CORPO	24677	59311	0	52611	1	3	0	1	200	180	3	0	2006	981601	205220	12a	796.8701044	26236.03404	7359477	1732780	1325000	2060	7	40.729961	-74.009547
189	2004	10014	"82 KING STREET, New York"	G1	10	P	TOLL NY II L.P.	20325	40740	0	40740	1	2	0	1	100	201	4	0	2013	982480	204363	12a	622.4021519	21307.64513	7359477	1732780	1325000	2060	7	40.7276057	-74.0063623
190	1011	10014	"551 GREENWICH STREET, New York"	G1	10		TRINITY CHURCH CORP	12500	12523	0	12523	1	1	0	1	125	100	3	0	1920	981892	204398	12a	452.9140267	12693.47638	7359477	1732780	1325000	2060	7	40.727692	-74.008488
191	1011	10014	"561 GREENWICH STREET, New York"	G6	10		TRINITY CHURCH CP	7440	0	0	0	0	0	0	0	0	0	3	5	0	981904	204498	12a	352.8990371	7635.806162	7359477	1732780	1325000	2060	7	40.7280668	-74.0084926
192	1007	10014	"621 GREENWICH STREET, New York"	G6	10		PMG LEROY STREET DEVE	13100	7370	0	0	1	1	0	0	0	134	4	5	1900	982097	205421	12a	698.4897471	13401.24108	7359477	1732780	1325000	2060	7	40.730528	-74.007748
193	3006	10014	"29 CARMINE STREET, New York"	G7	10	X	CHURCH OUR LADY POMPE	2500	0	0	0	0	0	0	0	0	0	5	5	0	983379	205369	12a	249.1969626	2462.776694	7359477	1732780	1325000	2060	7	40.730375	-74.0031489
194	3002	10014	"17 LEROY STREET, New York"	G1	10		BERO PARKING CORP	8917	26786	0	26786	1	3	0	1	50	180	4	2	1932	983193	205575	12a	463.5029288	9153.569095	7359477	1732780	1325000	2060	7	40.7302291	-74.0053635
195	1007	10014	"10 AVENUE, New York"	G7	10	P	NYS DOT	6526	0	0	0	0	0	0	0	0	0	5	5	0	981846	209209	8b	335.78077	6867.010642	7359477	1732780	1325000	2060	7	40.8134111	-73.9562384
196	1001	10014	"97 CHARLES STREET, New York"	G1	10	P	99 CHARLES ST CORP	8525	25410	0	25210	1	3	0	1	48	192	4	1	1910	982754	207017	12a	479.3243757	8589.320424	7359477	1732780	1325000	2060	7	40.7348974	-74.0053891
197	3004	10014	"747 WASHINGTON STREET, New York"	G1	10		LICHTENSTEIN  ROY	2052	2052	0	2052	1	1	0	1	20	70	5	5	1910	982040	207677	12a	247.3367714	2039.734622	7359477	1732780	1325000	2060	7	40.7367031	-74.0081385
198	2000	10014	"138 BANK STREET, New York"	G7	10		731 WASHINGTON STREET	1000	0	0	0	1	0	0	0	0	0	3	5	0	981982	207447	12a	141.2407278	1020.570691	7359477	1732780	1325000	2060	7	40.7360714	-74.0081888
199	3001	10014	"743 GREENWICH STREET, New York"	G2	10		"EHA ENTERPRISES, LLC"	1707	1707	0	1707	1	1	0	1	21	89	5	0	1984	982416	207205	12a	229.6552437	1720.298151	7359477	1732780	1325000	2060	7	40.7354673	-74.0066968
200	1007	10014	"28 10 AVENUE, New York"	G7	10	X	NEW YORK STATE	4055	0	0	0	1	0	0	0	0	0	5	5	0	981862	209273	8b	262.1980442	4130.044682	7359477	1732780	1325000	2060	7	40.741083	-74.008611
201	2000	10014	"497 WEST STREET, New York"	G6	10		501 WEST STREET LLC	10255	200	0	200	1	4	0	0	0	50	3	5	1900	981665	208146	8b	447.7113483	11209.858	7359477	1732780	1325000	2060	7	40.7383157	-74.0094641
202	1007	10014	"32 10 AVENUE, New York"	G7	10	X	NYS DOT	5175	0	0	0	1	0	0	0	0	0	3	5	0	981897	209314	8b	308.5594899	5395.937447	7359477	1732780	1325000	2060	7	40.741193	-74.008487
203	2003	10014	"332 WEST 11 STREET, New York"	G1	10		ENHS NEW YORK  LLC	5121	24840	0	24840	1	5	0	1	50	98	5	2	1989	982120	207197	12a	311.2609522	5258.388442	7359477	1732780	1325000	2060	7	40.7354079	-74.0077485
204	1002	10014	"144 BARROW STREET, New York"	G1	10		WILLIAM GOTTLIEB	3965	3638	0	3638	1	1	0	1	74	59	5	0	1930	981558	206007	12a	250.0218811	3852.098718	7359477	1732780	1325000	2060	7	40.73212	-74.0097164
205	2003	10014	"738 GREENWICH STREET, New York"	G1	10	X	WVH HOUSING DEVELOPME	10000	39628	0	39628	1	4	0	1	76	92	3	2	1986	982240	207117	12a	401.4028922	10252.54971	7359477	1732780	1325000	2060	7	40.735168	-74.007227
206	1007	10014	"20 10 AVENUE, New York"	G7	10	X	NEW YORK STATE	4242	0	0	0	1	0	0	0	0	0	3	5	0	981859	209139	8b	405.5848582	4616.945606	7359477	1732780	1325000	2060	7	40.740719	-74.008616
207	6006	10014	"160 WEST 10 STREET, New York"	G1	10		RIBAR OWNERS LLC	10612	30000	0	30000	1	2	0	1	115	90	5	1	1986	983717	206769	12a	428.7309553	10506.64111	7359477	1732780	1325000	2060	7	40.7342148	-74.0019231
208	2001	10014	"11 JANE STREET, New York"	G1	10		JCM JANE STREET ASSOC	9021	18196	0	18196	1	2	0	1	103	88	5	2	1922	983431	208266	8b	384.9439633	9217.440597	7359477	1732780	1325000	2060	7	40.7383179	-74.0029833
209	4000	10016	"142 EAST 31 STREET, New York"	G1	10		REDBALL OWNERS LLC	14418	80190	0	80000	1	6	0	2	146	95	5	2	1920	989695	210312	8d	488.0173077	14456.83807	1934550	1266856	1155000	1376	13	40.7439382	-73.9803436
210	3001	10016	"140 LEXINGTON AVENUE, New York"	G7	10	X	YESHIVA UNIVERSITY	2469	0	0	0	2	0	0	0	0	0	3	5	0	989179	210145	8d	260.3511317	2768.619261	1934550	1266856	1155000	1376	13	40.7434967	-73.9820576
211	3002	10016	"119 EAST 28 STREET, New York"	G6	10		119-125 EAST 28TH ST.	11995	11800	0	11800	0	0	0	1	0	0	5	5	0	988982	210003	8d	615.5684141	12217.81359	1934550	1266856	1155000	1376	13	40.7431524	-73.9825999
212	3002	10016	"10 EAST 30 STREET, New York"	G1	10		AERO PARKING CORP	7159	48500	0	48500	1	8	0	1	73	84	5	0	1958	988211	210840	8d	352.3110685	7530.597947	1934550	1266856	1155000	1376	13	40.7453763	-73.9857112
213	5000	10016	"148 EAST 33 STREET, New York"	G1	10		PJW 33RD STREET LLC	5985	27800	0	27800	1	4	0	2	44	108	5	2	1925	989869	210786	8d	358.7008184	6399.036368	1934550	1266856	1155000	1376	13	40.7452541	-73.9797047
214	1000	10016	"9 PARK AVENUE, New York"	G1	10	P	"PARK & 34TH REALTY,"	4213	35286	0	35286	1	8	0	1	40	100	5	2	1965	989582	211505	8d	301.1142284	4160.33337	1934550	1266856	1155000	1376	13	40.747191	-73.980757
215	2005	10016	"663 2 AVENUE, New York"	G7	10		S & M ENTERPRISES	2019	0	0	0	0	0	0	0	0	0	3	5	0	991132	211167	8d	216.193759	2195.013473	1934550	1266856	1155000	1376	13	40.746284	-73.975155
216	2005	10016	"673 2 AVENUE, New York"	G7	10		S & M ENTERPRISES	2100	0	0	0	0	0	0	0	0	0	5	5	0	991146	211264	8d	421.2939422	2893.753739	1934550	1266856	1155000	1376	13	40.7465509	-73.97516
217	1001	10016	"205 EAST 38 STREET, New York"	G1	10		I BLDG CO  INC	4898	23506	0	19642	1	5	0	2	56	69	5	2	2006	990992	211872	8d	313.7799971	4977.564057	1934550	1266856	1155000	1376	13	40.7482088	-73.9756656
218	2005	10016	"243 EAST 36 STREET, New York"	G7	10		S & M ENTERPRISES	1975	0	0	0	0	0	0	0	0	0	5	5	0	991086	211237	8d	249.527932	2095.203889	1934550	1266856	1155000	1376	13	40.746474	-73.9753269
219	2005	10016	"237 EAST 36 STREET, New York"	G7	10	P	S & M ENTERPRISES	5925	0	0	0	0	0	0	0	0	0	5	5	0	991051	211256	8d	329.5272457	6285.804793	1934550	1266856	1155000	1376	13	40.746527	-73.975454
220	1010	10016	"417 EAST 37 STREET, New York"	G1	10	P	RED RIVER PARTNERS LL	21075	34000	0	34000	1	2	0	1	197	115	3	5	1953	992311	210906	8d	628.2409672	22323.5951	1934550	1266856	1155000	1376	13	40.7453771	-73.9706652
221	2005	10016	"245 EAST 36 STREET, New York"	G7	10		S & M ENTERPRISES LLC	1555	0	0	0	1	0	0	0	0	0	5	5	0	991097	211213	8d	201.4305995	1682.2524	1934550	1266856	1155000	1376	13	40.7464224	-73.9753032
222	2005	10016	"665 2 AVENUE, New York"	G7	10		S & M ENTERPRISES	2102	0	0	0	1	0	0	0	0	0	5	5	0	991144	211191	8d	221.2050951	2223.113761	1934550	1266856	1155000	1376	13	40.746345	-73.975118
223	2001	10016	"EAST 40 STREET, New York"	G7	10	P	STAMFORD STRAWBERRYET	1640	0	0	0	0	0	0	0	0	0	5	5	0	991431	212047	8d	250.5917204	1908.025093	1934550	1266856	1155000	1376	13	40.7499533	-73.9764869
